source,target
951,175471
341,70092
1149,205257
1105,185737
274,56038
668,131025
813,120826
760,146829
173,35984
270,52132
1149,208640
1129,200848
623,118450
423,88591
683,808
645,122181
577,105273
752,145433
337,69569
940,174531
93,20190
133,29388
380,48513
655,126252
512,96927
577,108656
733,72952
1125,200325
619,117927
875,163933
578,111510
839,157860
904,169589
35,7353
573,104750
159,33992
384,78433
256,54304
118,25323
645,122531
278,58035
577,105623
27,5957
896,168193
56,11613
1055,191635
25,5884
286,56398
88,16032
354,73306
503,96060
508,96404
757,146157
212,40419
309,62983
1072,10540
732,141374
660,129228
88,19415
727,124034
114,5552
489,511
559,102758
1112,198935
753,145634
987,181493
1055,191985
201,39479
42,9621
687,134434
954,48576
139,29933
784,150582
794,151270
1018,186441
1240,220031
652,124799
749,145111
559,103108
69,14827
722,140255
642,121078
222,44870
201,39829
546,101368
1219,218403
1224,218747
310,63184
938,174030
748,144859
960,177761
214,43474
550,102241
336,45157
350,72382
387,81309
319,64401
116,23691
969,178978
15,3637
1215,217880
245,48422
86,18564
253,53201
598,114740
1046,132623
596,114667
1149,206680
495,94613
1171,214575
795,151471
827,120427
1002,96107
112,23168
407,86098
1174,214846
1241,220232
214,43824
653,125000
336,45507
40,8770
499,95486
1109,188033
659,128198
531,99905
719,139583
116,24041
821,156075
464,92267
336,68138
1149,210063
923,172567
650,123948
403,85575
813,154679
127,27613
328,66742
1001,183777
128,24051
577,110079
1130,202092
332,67615
189,38290
301,61886
776,149135
383,77002
477,92879
482,93223
224,47144
114,6625
480,93150
394,84708
746,144008
997,183254
650,124298
577,107046
61,13380
957,177439
185,37767
149,31694
577,110429
891,166239
855,160166
993,182731
895,167112
585,50691
437,89666
630,119108
887,165716
1075,194814
533,99927
594,114166
855,160516
104,21721
580,76361
1067,193418
1079,195687
141,30648
37,7667
385,80057
433,1251
108,22594
709,88260
391,83255
912,170849
167,35252
222,46293
264,55564
262,55491
1039,189091
325,65639
1018,1123
33,7144
673,131613
811,154178
877,164597
1026,187351
80,16789
385,80407
774,148634
258,54968
214,41864
381,76501
413,87336
60,12350
350,70772
504,93870
610,101436
371,58817
654,77599
1149,208103
730,141165
15,2027
177,36320
292,615
764,147165
204,40395
243,50903
693,135621
1105,198382
985,181284
1149,205070
583,88686
694,136223
726,140642
955,176157
30,6472
132,29380
499,93876
77,16087
239,50380
1149,208453
230,48382
292,965
577,105086
645,121994
337,69382
940,174344
520,98136
525,98480
870,160019
976,180417
93,20003
878,164798
67,14618
781,131654
852,159413
881,53038
164,34930
957,120768
577,108469
102,21220
1125,200138
595,37368
419,87881
286,59244
839,157673
972,179894
357,74171
702,131546
384,78246
256,54117
118,25136
763,145785
411,86485
577,105436
645,122344
635,111076
865,162277
896,168006
1055,191448
25,5697
93,20353
803,152731
790,134776
282,58721
830,156806
11,1103
1059,192321
927,172954
660,129041
88,19228
892,56960
605,115748
318,64013
1248,211441
702,131896
559,102571
661,129643
987,181306
816,155595
2,236
1009,185037
201,39292
42,9434
687,134247
757,146320
139,29746
784,150395
1136,203279
652,124612
978,180439
63,13694
1101,197808
559,102921
192,38425
330,54574
871,162822
359,60230
780,149872
222,44683
201,39642
121,14049
933,173499
938,173843
748,144672
156,33483
892,167082
214,43287
183,37558
350,72195
249,52141
319,64214
1195,216232
15,3450
86,18377
924,172632
1047,190001
596,114480
1042,183241
1149,206493
922,47696
368,75403
863,161776
274,57274
1051,190874
914,171163
117,10493
40,8583
499,95299
659,128011
719,139396
1149,209876
266,55878
15,3800
618,108762
1048,183406
305,49390
398,85044
813,154492
72,7717
256,52157
577,109892
618,105729
1130,201905
332,67428
296,61355
153,32030
383,76815
224,46957
650,124111
577,106859
61,13193
957,177252
511,95659
144,31163
149,31507
855,159979
988,182200
568,59949
542,100607
216,36112
241,50694
437,89479
580,50160
430,89062
657,127160
1020,90059
83,17274
748,74819
1075,194627
885,165456
528,99396
1037,19487
855,160329
104,21534
550,48416
946,48416
141,30461
421,88195
361,74558
385,79870
656,126908
319,46039
131,4109
222,46106
703,136553
95,20667
262,55304
805,153045
646,123187
902,169193
944,67941
355,73962
385,80220
336,56192
1153,211822
801,152522
214,41677
1030,188037
413,87149
280,58512
898,168670
29,6434
1149,207916
1159,212768
796,126514
15,1840
292,428
1017,186297
204,40208
693,135434
980,180753
985,181097
1149,204883
694,136036
853,159478
132,146
726,140455
132,29193
654,126057
77,15900
613,77761
46,10171
1149,208266
75,15827
874,163738
577,111315
645,121807
1221,1241
520,97949
158,33797
67,14431
1068,183202
128,28670
353,73111
507,96209
577,108282
252,53057
30,6635
931,173290
88,5859
1129,200824
384,78059
118,24949
406,85954
577,105249
645,122157
22,5239
1243,220359
1248,220703
772,146815
251,52805
335,67994
922,172423
155,33095
660,128854
88,19041
1137,203344
405,85702
1013,146877
661,129456
892,31109
954,73866
278,58011
816,155408
1178,215396
43,50
687,134060
757,146133
1013,185723
330,57420
396,84835
1123,172305
660,129204
713,138664
1101,197621
549,102046
554,102390
559,102734
1189,215935
386,81114
1030,179661
918,103606
392,84312
968,178783
201,39455
734,136508
489,94044
121,13862
928,172968
1092,196754
1097,197098
156,33296
59,152
214,43100
350,72008
551,614
1149,209339
654,78835
316,46760
443,90666
15,3263
1072,104423
663,128347
86,18190
530,99710
746,33512
1088,196231
596,114293
19,4136
1149,206306
1219,218379
310,63160
402,85380
274,57087
892,167245
327,66547
960,177737
1017,171855
1073,194418
40,8396
499,95112
1175,215074
659,127824
372,76089
719,139209
270,46765
1149,209689
331,67420
1038,188947
15,3613
300,61691
918,171849
1043,189291
1205,217168
133,7806
1068,149162
419,37439
808,153961
495,94589
1166,214207
1171,214551
577,109705
1169,214478
1130,201718
1174,214822
257,54824
578,112559
296,61168
583,112903
1196,216301
1068,188008
1201,216645
410,84867
449,91211
992,182536
650,123924
577,106672
61,13006
1160,213611
957,177065
767,147894
1001,183753
714,739
58,11954
643,14859
1018,174308
886,165521
440,90344
437,31198
855,159792
988,182013
273,996
816,98737
1157,212559
1026,47808
763,140955
657,126973
882,164998
233,49111
885,165269
996,100775
528,99209
237,49984
855,160142
324,65444
141,30274
421,88008
356,74027
385,79683
656,126721
359,74298
842,158402
1071,193917
876,164402
55,11282
222,45919
1154,211887
805,152858
1033,47824
902,169006
1056,192104
1061,192448
730,121193
355,73775
514,97217
694,77405
765,147043
387,82358
254,53721
421,88358
1067,193394
51,10759
602,115531
385,80033
423,539
894,167610
1153,211635
214,41490
413,86962
898,168483
1149,207729
654,77225
659,77569
15,1653
1017,186110
987,34997
726,136885
1059,120321
693,135247
975,180222
1149,204696
208,40894
469,91408
1160,150174
945,175095
1030,1109
6,786
1103,178687
1114,199225
132,29006
1011,185514
654,125870
72,15369
46,9984
577,111128
225,47664
747,144528
971,179699
935,173626
204,40371
520,97762
158,33610
231,48610
482,87856
1105,198358
895,167811
1254,221112
944,174843
128,28483
1252,221039
354,46731
577,108095
155,32558
829,156611
30,6448
926,172759
1090,196545
410,83257
384,77872
118,24762
1146,204024
406,85767
645,121970
1050,190730
22,5052
317,63818
251,52618
502,96028
155,32908
108,10461
660,128667
783,150200
600,115030
913,119691
104,139
38,8187
497,94903
1178,215209
489,22581
814,155148
329,67211
196,38574
892,59969
1203,216959
458,91942
11,1079
779,149677
660,129017
1164,213998
677,132404
1229,219311
95,15487
549,101859
64,13922
1199,216436
386,80927
248,51946
892,115030
350,68438
392,84125
447,91002
121,26507
536,100119
541,100463
746,20143
968,178596
484,93513
709,137954
1087,196223
214,42913
350,71821
63,13670
862,161581
1149,209152
438,90135
15,3076
613,52983
86,18003
530,99523
767,21370
1149,206119
1009,27319
490,93708
920,168352
245,51244
892,167058
1175,214887
659,127637
719,139022
760,134859
1149,209502
889,166006
577,106135
613,59749
61,12469
808,153774
910,170266
1069,193708
577,109518
737,142230
1130,201531
257,54637
578,112372
296,60981
917,69959
1029,187893
741,143103
118,26185
992,182349
1017,1142
512,94756
577,106485
481,93191
906,169743
61,12819
1160,213424
957,176878
1113,59698
82,17079
406,84157
1157,212372
988,181826
153,32006
748,77478
952,175753
1015,185901
783,138791
671,131380
74,15683
814,121108
179,36610
268,52143
360,74363
365,74707
909,170169
78,16556
233,48924
390,82873
144,31139
369,75580
338,69851
560,103441
855,159955
94,20472
611,116992
872,163342
170,35743
385,79496
294,60130
907,169944
876,164215
430,89038
840,158142
55,11095
222,45732
24,5366
233,49274
90,19949
121,15098
182,290
320,64734
610,116740
28,6239
386,79317
509,96686
514,97030
848,47857
903,169421
387,82171
254,53534
421,88171
1062,192863
1149,204159
51,10572
570,104509
602,115344
54,10843
1150,211177
796,151804
413,86775
55,11445
896,53940
1149,207542
500,95819
979,984
1123,199905
1012,185579
117,24374
566,103986
690,134789
1149,210925
1149,204509
276,57615
336,69000
66,14236
1109,198694
750,145393
760,146081
818,155885
9,870
353,4844
72,15182
654,125683
1011,185327
577,110941
971,179512
1130,202954
1185,1210
204,40184
520,97575
231,48423
547,101650
895,167624
1257,221196
128,28296
577,107908
851,47350
370,21413
1090,196358
511,96708
1218,218235
798,137863
1223,218579
384,77685
430,9386
118,24575
225,47827
87,18846
273,56943
543,101127
22,4865
317,63631
577,111291
158,33773
498,94968
833,157297
1177,215201
277,57816
251,52431
917,171705
155,32721
1047,59720
686,133865
308,62764
272,56691
492,94372
1141,203843
406,85930
717,138813
1168,214334
109,22927
748,127546
329,67024
585,113030
335,67970
197,38989
586,113632
161,32916
1076,195497
589,113903
1229,190077
488,93849
126,27445
1229,219124
678,132819
386,80740
248,51759
775,148967
193,38466
968,178409
121,26320
585,113380
1130,200898
474,92638
539,100203
699,137079
122,26922
641,120859
996,183086
18,3941
125,27193
214,42726
350,71634
1149,208965
14,35
314,63309
833,38799
633,119463
15,2889
698,120612
527,99065
1189,215911
86,17816
371,75894
695,136556
698,136827
121,26670
1149,205932
174,36130
655,126577
245,51057
269,56369
619,118252
624,118596
296,60444
336,44759
659,127450
367,75371
526,98813
693,133450
1149,209315
645,122856
577,105948
530,99686
1160,212887
265,55846
808,153587
649,123729
568,944
1064,193177
36,7499
577,109331
1130,201344
327,66523
578,112185
296,60794
1073,194394
741,142916
864,160285
118,25998
580,954
283,59054
577,106298
614,117477
61,12632
568,104300
1160,213237
430,27024
957,176691
662,129976
737,142393
227,277
988,181639
339,69916
947,175222
996,67971
410,84843
666,130849
236,49789
758,146653
140,30079
1019,186587
294,4882
78,16369
436,89447
400,83374
943,174699
1107,198485
453,86418
338,69664
855,159768
222,283
387,81634
872,163155
170,35556
969,179303
385,79309
289,59599
840,157955
939,174176
55,10908
222,45545
233,49087
390,83036
607,116282
897,168288
610,116553
28,6052
504,96155
1062,192676
387,81984
14,1458
416,87640
288,59347
421,87984
872,163505
20,4656
633,114470
796,151617
1020,186788
680,730
1025,187132
55,11258
606,116030
24,5529
1149,207355
1154,211863
5,591
10,935
117,24187
822,156221
827,156565
301,62211
45,9789
275,54574
729,140946
1149,210738
1149,204322
336,68813
602,115507
1104,198163
1006,184796
654,125496
947,76322
1228,218386
41,9266
577,110754
745,751
851,50196
1130,202767
1135,203111
998,183400
229,48163
687,746
1103,197911
128,28109
710,132194
577,107721
961,177856
870,162654
114,23515
680,133483
702,137214
871,6690
506,96177
1025,71667
1213,217704
1218,218048
384,77498
543,100940
577,111104
225,47640
833,157110
891,166914
1171,16027
855,160841
158,33586
1243,213382
180,37317
641,751
110,22992
410,86266
895,167787
11,355
113,23263
864,162058
568,77026
635,120127
155,32534
917,171518
1054,191229
1252,221015
754,102291
921,172391
1080,195833
754,124922
1141,203656
1146,204000
1050,190706
1238,219804
913,170995
815,155376
197,38802
391,83930
356,49412
647,123520
483,93318
488,93662
703,137415
126,27258
708,137759
395,84803
783,150176
1229,218937
325,66314
651,124393
678,132632
633,99678
248,51572
775,148780
739,142707
196,38550
377,76303
585,113193
223,46789
453,91574
122,26735
641,120672
805,144458
214,42539
122,13903
350,71447
1149,208778
677,132380
15,2702
86,17629
248,51922
918,158106
695,136369
121,26483
536,100095
1149,205745
46,7650
655,126390
357,58281
240,50526
1160,144807
471,474
482,21012
619,118065
434,89238
296,60257
909,170071
1046,189782
1107,4068
367,75184
521,98282
106,22418
619,98817
464,91332
256,54442
649,71864
1074,194459
645,122669
577,105761
1130,202435
530,99499
354,73444
98,21022
103,21366
353,9463
808,153400
